TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RANDOM,TIME_RANDOM,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC,CLASS
org.sourceforge.ifx.framework.complextype.MinAmtDue_Type,class,1,7595,0.916666666666667,2233,0.083333333333333,5362,1,2,2,1,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.DevPtrRetractBin,class,0.9375,62373,0.916666666666667,1574,0.020833333333333,60799,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.ATMTrnInfo,class,1,3422,0.916666666666667,1948,0.083333333333333,1474,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
net.sf.xbus.technical.ftp.FTPConnection,class,0.328673802612482,78165,0.271840983309144,66278,0.056832819303338,11887,6,61,1,0,46,38,17,10,4,8,0,3,6,602,GA
org.jcvi.jillion.internal.core.datastore.DataStoreIterator,class,0.840625,70488,0.646428571428571,64544,0.194196428571429,5944,4,7,1,0,6,0,5,5,0,2,0,0,2,84,GA
de.huxhorn.lilith.swing.table.renderer.ThrowableRenderer,class,0.708029751062538,88179,0.72174349633366,132095,-0.013713745271122,-43916,6,14,1,0,17,0,2,2,0,1,0,0,1,95,RANDOM
org.sourceforge.ifx.framework.complextype.DepBkOrdInfo_Type,class,1,12243,0.944444444444444,20352,0.055555555555556,-8109,6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
org.sourceforge.ifx.framework.element.ChkIssueStatus,class,1,3016,0.916666666666667,1657,0.083333333333333,1359,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.DepAppRec_Type,class,1,11868,0.958333333333333,6496,0.041666666666667,5372,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
org.jcvi.jillion.fasta.nt.DefaultNucleotideSequenceFastaFileDataStore,class,0.427477477477478,89999,0.486636636636637,72619,-0.059159159159159,17380,11,16,1,0,17,83,15,13,5,6,0,0,10,132,GA
org.quickserver.net.client.Host,class,0.966216216216216,73502,0.942084942084942,19518,0.024131274131274,53984,0,18,1,1,10,114,17,17,0,11,5,5,1,96,GA
org.dom4j.rule.RuleSet,class,0.9765625,103119,0.928571428571429,40872,0.047991071428571,62247,3,10,1,0,9,1,7,6,0,2,0,0,1,121,GA
org.heal.module.oai.heal.HEALXMLHelper,class,0.668663785263682,111884,0.589960081559978,78000,0.078703703703704,33884,5,17,1,0,16,10,5,5,5,5,5,5,8,112,GA
wheel.asm.Item,class,0.933447249589491,78683,0.873045977011494,82085,0.060401272577997,-3402,1,26,1,0,4,0,9,0,0,9,0,0,2,237,RANDOM
org.sourceforge.ifx.framework.element.BankAcctTaxInqRs,class,1,3647,0.916666666666667,2102,0.083333333333333,1545,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.CreditAdviseRs,class,1,4202,0.916666666666667,2566,0.083333333333333,1636,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.MediaSvcRq_Type,class,1,44935,0.918803418803419,90924,0.081196581196581,-45989,28,56,1,1,1,1378,56,56,0,28,1,0,0,530,RANDOM
net.sf.xbus.admin.html.DeletedMessageStoreBean,class,0.385416666666667,66089,0.297619047619048,63393,0.087797619047619,2696,0,3,1,0,3,0,1,1,0,0,0,0,1,29,GA
org.sourceforge.ifx.framework.element.Cursor,class,1,3269,0.916666666666667,1655,0.083333333333333,1614,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.BankSvcChkSumSyncRs_Type,class,1,55057,0.925287356321839,76403,0.074712643678161,-21346,13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
org.quickserver.net.server.impl.NonBlockingClientHandler,class,0.39900658476321,123155,0.401144919779786,164039,-0.002138335016576,-40884,11,295,2,0,148,640,45,28,6,19,0,4,61,1136,RANDOM
org.dom4j.jaxb.JAXBRuntimeException,class,1,10096,1,4708,0,5388,0,1,4,0,0,0,1,0,0,0,0,0,0,60,GA
org.exolab.jms.tools.admin.CreateTopicDialog,class,0.232997710813731,81127,0.036124367914105,81206,0.196873342899626,-79,2,13,7,0,32,31,6,5,2,7,0,1,4,207,RANDOM
org.sourceforge.ifx.framework.complextype.CreditRevRq_Type,class,1,60290,0.989583333333333,87055,0.010416666666667,-26765,8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
org.heal.servlet.DownloadAction,class,0.458333333333333,80329,0.285714285714286,67288,0.172619047619047,13041,6,7,1,0,8,1,2,2,0,0,0,0,0,40,GA
de.paragon.explorer.util.ToStringConverter,class,0.894459706959707,163553,0.879382522239665,76893,0.015077184720042,86660,0,5,1,0,5,1,2,1,1,4,0,4,1,57,GA
fr.pingtimeout.jtail.gui.view.HighlightDialog,class,0.625,82589,0.75,78722,-0.125,3867,1,1,6,0,4,0,1,1,0,2,0,1,1,43,GA
jahuwaldt.plot.LinearAxisScale,class,0.90510585731174,236453,0.916855567590862,263948,-0.011749710279122,-27495,6,35,1,0,14,26,8,6,0,1,0,1,10,214,RANDOM
wheel.components.ElExpression,class,0.808829365079365,91226,0.553798185941043,102960,0.255031179138322,-11734,5,11,2,0,6,8,5,5,0,1,0,0,0,58,RANDOM
visu.handball.moves.actions.AbstractSupportSaveAction,class,0.447630494505495,96509,0.404532967032967,93621,0.043097527472528,2888,1,8,2,3,8,1,3,2,0,1,0,0,5,61,GA
org.jcvi.jillion.fasta.nt.AbstractNucleotideFastaRecordVisitor,class,0,63310,0,62076,0,1234,3,3,2,0,3,3,3,1,0,0,0,0,0,52,GA
org.objectweb.asm.jip.Edge,class,1,8459,1,5815,0,2644,2,0,1,0,0,0,0,0,0,5,0,2,0,69,GA
org.dom4j.DocumentException,class,1,18766,0.905494505494506,68658,0.094505494505494,-49892,0,13,3,0,7,0,9,9,0,1,0,0,0,106,RANDOM
org.sourceforge.ifx.framework.complextype.SvcAcctInqRs_Type,class,1,26245,0.932098765432099,74569,0.067901234567901,-48324,21,42,1,1,1,741,42,42,0,21,1,0,0,404,RANDOM
org.sourceforge.ifx.framework.complextype.ChkAcceptAddRq_Type,class,1,15077,0.986111111111111,19099,0.013888888888889,-4022,6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
org.quickserver.net.client.BlockingClient,class,0.666034630100415,130061,0.559388390183373,134582,0.106646239917042,-4521,4,101,1,0,63,771,46,40,5,23,0,5,18,407,RANDOM
visu.handball.moves.views.FieldDrawer,class,0.842754067463697,101432,0.895538643946287,100197,-0.05278457648259,1235,2,11,1,0,16,7,7,6,0,14,2,8,2,153,GA
org.exolab.jms.tools.db.PrimaryKey,class,0.827678571428571,106883,0.718501984126984,101563,0.109176587301587,5320,5,23,1,0,12,10,16,16,1,1,0,0,0,205,GA
glengineer.agents.TopSequentialGroupAgent,class,0.487776575276575,88545,0.38763452982203,70811,0.100142045454545,17734,8,13,5,0,8,33,10,10,0,2,0,0,0,108,GA
org.heal.servlet.search.SearchResultsAction,class,0.637364027321022,92227,0.209115191738218,70017,0.428248835582804,22210,14,21,1,0,39,3,3,2,0,0,0,0,3,245,GA
net.sf.xisemele.exception.NotWithinContextException,class,0.9375,68322,0.9,69288,0.0375,-966,1,1,5,0,0,0,1,1,0,1,0,1,0,19,RANDOM
Receiver,class,0.792397030651341,76588,0.71347837985769,77279,0.078918650793651,-691,7,13,1,0,15,0,1,1,1,0,0,0,2,134,RANDOM
simulator.CA.BehaviourReplyNeighbour,class,0.599202626641651,77388,0.439962476547842,80496,0.159240150093809,-3108,14,13,2,0,26,0,3,2,0,5,0,1,0,90,RANDOM
com.tripfilms.os.exttaglib.pagination.datatype.ObjectFactory,class,0.923076923076923,67215,0.897435897435897,7886,0.025641025641026,59329,4,5,1,0,0,10,5,5,0,0,0,0,0,59,GA
org.sourceforge.ifx.framework.element.BankSvcChkSumInqRs,class,1,3716,0.916666666666667,2145,0.083333333333333,1571,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
net.sf.jniinchi.JniInchiInputData,class,0.977941176470588,75684,0.882352941176471,5776,0.095588235294117,69908,2,4,1,0,1,0,4,4,0,3,0,0,1,41,GA
lotus.core.effect.TapLandForMana,class,0.804166666666667,65785,0.728571428571429,64321,0.075595238095238,1464,3,2,2,0,1,0,1,1,0,1,1,0,0,15,GA
net.sourceforge.squirrel_sql.client.mainframe.action.AliasAction,class,0.25,71837,0,74054,0.25,-2217,6,3,4,11,9,1,2,1,0,2,0,2,2,37,RANDOM
sbmlreader2.AddToClasspath,class,1,18812,1,7947,0,10865,0,3,1,0,10,3,3,3,3,1,0,1,6,36,GA
org.sourceforge.ifx.framework.element.BankInfo,class,1,3368,0.916666666666667,2062,0.083333333333333,1306,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.BankSvcChkSumAddRs,class,1,4041,0.916666666666667,2308,0.083333333333333,1733,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.jcvi.jillion.core.Ranges,class,0.929387533702005,112680,0.939427410308386,124321,-0.010039876606381,-11641,2,24,1,0,28,45,10,4,9,0,0,0,14,167,RANDOM
org.heal.servlet.registration.ModifyRegistrationAction,class,0.469184027777778,75104,0.465711805555555,69481,0.003472222222223,5623,11,40,1,0,35,3,3,3,0,0,0,0,0,162,GA
org.sourceforge.ifx.framework.complextype.PostingSessionAudRs_Type,class,1,15319,0.944444444444444,71417,0.055555555555556,-56098,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
br.com.jnfe.base.ConsReciNFe,class,1,8689,1,8129,0,560,0,6,1,0,0,9,6,6,0,3,0,0,0,60,GA
org.sourceforge.ifx.framework.complextype.StopChkAudRs_Type,class,1,21170,0.942528735632184,70378,0.057471264367816,-49208,14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
org.sourceforge.ifx.framework.complextype.ForExDealStatusInqRq_Type,class,1,17093,0.986111111111111,6912,0.013888888888889,10181,6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
net.sourceforge.squirrel_sql.client.gui.db.ColumnListDialog,class,0.177499889167817,89499,0.236666518890422,78904,-0.059166629722605,10595,6,56,6,0,54,288,22,14,1,32,4,6,4,412,GA
org.sourceforge.ifx.framework.complextype.PmtEnclPayee_Type,class,1,4104,0.972222222222222,5180,0.027777777777778,-1076,3,6,1,1,1,3,6,6,0,3,1,0,0,80,RANDOM
org.sourceforge.ifx.framework.element.AcctRestrictMsg,class,0.9375,62542,0.916666666666667,1620,0.020833333333333,60922,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
macaw.persistenceLayer.production.SQLVariableManager,class,0.220818093882531,143671,0.118948247750994,112021,0.101869846131537,31650,18,175,2,0,150,1611,58,39,0,3,0,0,101,2284,GA
org.sourceforge.ifx.framework.element.ChkOrdMsgRec,class,1,3994,0.916666666666667,2493,0.083333333333333,1501,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.CustSvcId_Type,class,1,11811,0.972222222222222,7119,0.027777777777778,4692,3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
net.sourceforge.squirrel_sql.client.gui.db.ColumnDetailDialog,class,0.140133720287795,87402,0.186844960383726,79010,-0.046711240095931,8392,7,47,6,0,73,321,23,17,1,46,2,4,15,572,GA
com.imsmart.main.MImageMigrator,class,0.882529239766082,95408,0.865747702589808,104683,0.016781537176274,-9275,6,19,2,0,38,24,9,4,1,10,0,7,7,129,RANDOM
org.jcvi.jillion.assembly.util.consensus.NoAmbiguityConsensusCaller,class,0.95,73122,0.942857142857143,67007,0.007142857142857,6115,5,6,3,0,2,1,2,1,0,0,0,0,0,71,GA
org.exolab.jms.tools.admin.OpenJMSObject,class,0.901041666666667,88873,0.881696428571429,90297,0.019345238095238,-1424,2,9,2,0,9,12,8,5,1,7,0,2,0,163,RANDOM
gui.gl.FrameStats,class,0.19545194469948,84144,0.080516508227977,70002,0.114935436471503,14142,5,15,1,0,6,50,12,10,2,11,0,1,1,128,GA
glengineer.GroupLayoutEngineer,class,0.131212537462538,82544,0.302611846400666,90818,-0.171399308938128,-8274,29,110,1,0,81,1148,52,38,0,10,0,0,0,980,RANDOM
org.sourceforge.ifx.framework.element.DevCdmPositionLocation,class,0.9375,62420,0.916666666666667,1548,0.020833333333333,60872,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.CardPrefAddRq,class,1,3651,0.916666666666667,2220,0.083333333333333,1431,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.BalInqRq,class,1,3342,0.916666666666667,2230,0.083333333333333,1112,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.ApprovalId,class,1,8341,0.916666666666667,1659,0.083333333333333,6682,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.DevSiuOperation,class,0.9375,62491,0.916666666666667,1647,0.020833333333333,60844,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.BillId,class,0.9375,62376,0.916666666666667,1742,0.020833333333333,60634,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.ChkAcceptRec_Type,class,1,13763,0.979166666666667,18043,0.020833333333333,-4280,4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
net.sourceforge.schemaspy.ui.DbTypeSelectorModel,class,0.732738095238095,68776,0.508630952380952,79459,0.224107142857143,-10683,1,9,2,0,10,2,5,5,0,3,0,1,3,73,RANDOM
umd.cs.shop.JSListConjuncts,class,0.736132610939112,74479,0.614809081527348,72227,0.121323529411764,2252,3,12,4,0,12,6,4,2,0,0,0,0,6,65,GA
org.dom4j.tree.DefaultText,class,0.9375,81416,0.928571428571429,18711,0.008928571428571,62705,2,7,5,1,0,15,7,7,0,1,0,0,0,98,GA
org.objectweb.asm.jip.commons.EmptyVisitor,class,0.9375,75507,0.916666666666667,70012,0.020833333333333,5495,8,34,1,0,0,561,34,34,0,0,0,0,0,202,GA
visu.handball.moves.views.AboutDialog,class,0.541666666666667,74098,0.583333333333333,79928,-0.041666666666666,-5830,2,2,6,0,12,0,1,1,0,1,0,0,1,59,RANDOM
de.beiri22.commandline.Option,class,0.984179197994987,80321,0.947091285907075,73408,0.037087912087912,6913,0,19,1,0,4,32,13,13,0,7,0,0,0,141,GA
net.virtualinfinity.atrobots.hardware.missiles.MissileLauncher,class,0.713411185588605,75697,0.643898497815549,93525,0.069512687773056,-17828,12,21,1,0,17,135,18,13,0,7,0,0,4,82,RANDOM
com.sap.managementconsole.soap.axis.sapcontrol.TaskHandlerQueue,class,0.942644557823129,121485,0.856014469279775,82158,0.086630088543354,39327,7,26,1,0,14,95,19,19,3,9,0,1,0,249,GA
org.dom4j.swing.XMLTableModel,class,0.705940424950468,96611,0.588857347817176,102808,0.117083077133292,-6197,4,18,2,0,16,13,15,14,0,3,0,0,2,173,RANDOM
org.sourceforge.ifx.framework.element.AuthSupt,class,0.9375,62421,0.916666666666667,1471,0.020833333333333,60950,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
com.sap.managementconsole.soap.axis.saphostcontrol.DatabaseComponent,class,0.909735654416506,91864,0.866445611126462,79659,0.043290043290044,12205,9,22,1,0,16,19,11,11,3,5,0,1,3,153,GA
net.sourceforge.schemaspy.view.DefaultSqlFormatter,class,0.484762008101852,69300,0.389178558709809,85078,0.095583449392043,-15778,4,21,1,0,38,4,5,2,0,3,0,1,4,233,RANDOM
org.sourceforge.ifx.framework.complextype.DepAcctStmtAdviseRq_Type,class,1,10174,0.984848484848485,17795,0.015151515151515,-7621,5,10,1,1,1,21,10,10,0,5,1,0,0,116,RANDOM
net.sf.xbus.technical.mail.POP3XMLReceiver,class,0.355987702945977,75699,0.310389970724005,81980,0.045597732221972,-6281,18,58,1,1,62,96,17,8,0,12,0,0,15,579,RANDOM
fr.unice.gfarce.interGraph.SharedListSelectionHandlerEtu,class,0.8125,72953,0.623412698412699,69738,0.189087301587301,3215,2,2,1,0,4,0,1,1,0,3,0,1,0,31,GA
org.heal.servlet.tagcloud.ShowTopTagsAction,class,0.651785714285714,69768,0.651785714285714,69422,0,346,8,3,1,0,7,1,2,2,0,0,0,0,0,33,GA
com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,class,0.935947204968944,92014,0.849584935423445,83974,0.086362269545499,8040,7,27,1,0,13,70,17,17,3,8,0,1,0,237,GA
org.javathena.data.ATHENA_SERVER,enum,0.8,68135,0.1,63572,0.7,4563,0,2,1,0,0,0,2,0,0,2,0,0,0,50,GA
com.sap.engine.services.dc.wsgate.DeployWSPortTypeProxy,class,0.188055555555556,77977,0.300888888888889,93141,-0.112833333333333,-15164,6,25,1,0,11,0,13,12,0,2,0,0,0,82,RANDOM
org.dom4j.io.DocumentResult,class,0.921875,75561,0.886160714285714,19717,0.035714285714286,55844,4,7,2,0,3,0,5,5,0,1,0,0,0,89,GA
net.sourceforge.ext4j.log.log4j.ExtrasPatternLayout,class,0.9375,71237,0.928571428571429,12870,0.008928571428571,58367,3,3,2,0,0,3,3,2,0,0,0,0,0,23,GA
de.huxhorn.lilith.swing.table.renderer.MessageRenderer,class,0.73420805598225,90020,0.645696791261307,129975,0.088511264720943,-39955,6,18,1,0,18,0,2,2,0,1,0,0,1,109,RANDOM
com.tivo.jipviewer.JipFrame,class,0.958563311688311,70295,0.907575757575758,68981,0.050987554112553,1314,2,14,1,0,5,12,9,0,0,7,0,0,0,98,GA
org.sourceforge.ifx.framework.complextype.MediaCashInfo_Type,class,1,11709,0.983333333333333,6397,0.016666666666667,5312,5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
org.sourceforge.ifx.framework.complextype.DepAppSyncRq_Type,class,1,15297,0.952380952380952,15288,0.047619047619048,9,7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
net.sourceforge.schemaspy.util.ResourceWriter,class,0.858088235294118,67702,0.712254901960784,64292,0.145833333333334,3410,2,5,1,1,8,3,3,2,1,1,0,1,0,53,GA
net.virtualinfinity.atrobots.computer.JumpWhenZeroInstruction,class,0.9375,79513,0.666666666666667,13753,0.270833333333333,65760,2,2,3,0,1,1,2,0,0,0,0,0,0,12,GA
org.quickserver.util.xmlreader.Secure,class,0.959180534395875,76573,0.953349182166714,46163,0.005831352229161,30410,1,24,1,0,12,90,16,16,0,6,0,0,0,195,GA
com.tivo.jipviewer.MethodRow,class,1,20222,0.91547619047619,14176,0.08452380952381,6046,2,11,1,0,5,23,10,0,0,5,0,0,1,68,GA
net.virtualinfinity.atrobots.computer.SignedBitShiftRightInstruction,class,1,24156,1,17711,0,6445,1,2,3,0,0,1,2,1,0,0,0,0,0,12,GA
umd.cs.shop.JSListOperators,class,0.9375,71295,0.642857142857143,8871,0.294642857142857,62424,1,3,4,0,3,1,2,1,0,1,0,0,0,20,GA
macaw.io.ImportValueLabels,class,0.744222714954422,72520,0.707683102805054,70892,0.036539612149368,1628,1,15,1,0,21,13,6,3,0,1,0,0,0,154,GA
org.sourceforge.ifx.framework.complextype.CustSvcRec_Type,class,1,13056,0.979166666666667,12435,0.020833333333333,621,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
org.sourceforge.ifx.framework.element.CryptType,class,1,6278,0.916666666666667,1549,0.083333333333333,4729,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.DevSiuAudibleAlarm,class,1,6527,0.916666666666667,1459,0.083333333333333,5068,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
com.sap.managementconsole.soap.axis.sapcontrol.J2EEProcess2,class,0.828953509924848,147710,0.83910072167579,116187,-0.010147211750942,31523,8,53,1,0,25,500,37,37,3,18,0,1,0,536,GA
org.sourceforge.ifx.framework.complextype.IntRateMsgRqInfo_Type,class,1,9867,0.958333333333333,4138,0.041666666666667,5729,2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
net.sf.jniinchi.JniInchiInput,class,1,17014,0.91156462585034,7408,0.08843537414966,9606,1,7,2,0,3,3,6,6,0,1,0,0,2,76,GA
org.sourceforge.ifx.framework.complextype.BankSvcChkSumRec_Type,class,1,14608,0.958333333333333,10392,0.041666666666667,4216,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
de.huxhorn.lilith.swing.preferences.SourceFilteringPanel,class,0.38231658692185,75369,0.134755449229133,111891,0.247561137692717,-36522,8,34,8,0,32,22,12,11,0,13,0,0,1,262,RANDOM
org.exolab.jms.tools.migration.proxy.VersionInfo,class,0.629464285714286,97063,0.566964285714286,93106,0.0625,3957,1,7,1,0,5,0,7,7,0,4,0,0,2,136,GA
org.sourceforge.ifx.framework.complextype.PmtBatchCanRs_Type,class,1,9983,0.977272727272727,71981,0.022727272727273,-61998,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
org.javathena.data.MySQLDBManagement,class,0.730377525252525,81571,0.639468434343434,83671,0.090909090909091,-2100,2,12,1,0,8,55,11,11,0,0,0,0,8,102,RANDOM
org.sourceforge.ifx.framework.element.CardPrefInqRs,class,1,6838,0.916666666666667,2778,0.083333333333333,4060,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
com.allenstudio.ir.event.NoteListEvent,class,1,7600,1,7431,0,169,0,2,1,0,0,0,2,2,0,1,0,0,0,38,GA
visu.handball.moves.model.animation.CurveIterator,class,0.889077919308246,249405,0.83343990951789,223535,0.055638009790356,25870,3,14,1,0,15,17,10,6,0,6,0,2,2,98,GA
org.exolab.jms.tools.migration.proxy.ObjectMessageHandler,class,0.946428571428571,118002,0.731632653061224,107839,0.214795918367347,10163,7,7,2,0,5,10,5,1,0,0,0,0,0,119,GA
org.heal.servlet.AddToDownloadAction,class,0.925,89433,0.447916666666667,67239,0.477083333333333,22194,5,6,1,0,6,1,2,2,0,1,0,1,0,29,GA
org.exolab.jms.tools.migration.Importer,class,0.422777569392348,94785,0.350740462893501,80550,0.072037106498847,14235,22,17,1,0,36,13,6,3,2,3,0,0,6,261,GA
net.sf.xbus.technical.file.FileLineReader,class,0.177309782608696,71224,0.354619565217391,65368,-0.177309782608695,5856,4,9,3,0,8,4,4,4,0,1,0,0,3,90,GA
org.sourceforge.ifx.framework.complextype.BankAcctTrnImgRec_Type,class,1,25363,0.935185185185185,73381,0.064814814814815,-48018,9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasBeanInfo,class,0.866666666666667,78120,0.847619047619048,72586,0.019047619047619,5534,2,2,2,0,0,0,1,1,0,0,0,0,0,75,GA
gui.GUIState,class,0.964460784313726,117971,0.900560224089636,13942,0.06390056022409,104029,1,6,2,1,4,0,3,3,0,1,0,0,0,50,GA
org.jcvi.jillion.internal.fasta.AbstractLargeFastaFileDataStore,class,0.19464105156724,65949,0.127738456353219,64191,0.066902595214021,1758,14,21,1,3,15,34,10,7,0,5,0,0,5,143,GA
Newzgrabber.DirectoryChooser,class,0.776041666666667,81300,0.886904761904762,76593,-0.110863095238095,4707,0,3,5,0,7,3,3,3,0,0,0,0,0,24,GA
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchableAdapterDelegate,class,0,95788,0.366830065359477,98146,-0.366830065359477,-2358,11,10,2,0,15,0,1,1,0,0,0,0,1,58,RANDOM
lotus.core.stack.StackObject,class,0.895833333333333,65665,0.770833333333333,4232,0.125,61433,3,3,1,4,1,1,2,2,0,0,0,0,0,14,GA
org.sourceforge.ifx.framework.complextype.BSPReferTo_Type,class,1,13510,0.972222222222222,7676,0.027777777777778,5834,3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
org.sourceforge.ifx.framework.element.ChksumSyncRs,class,1,3722,0.916666666666667,2706,0.083333333333333,1016,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.CustDelRs,class,1,3761,0.916666666666667,2627,0.083333333333333,1134,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
de.huxhorn.lilith.swing.HelpFrame,class,0.28258547008547,122299,0,101414,0.28258547008547,20885,14,22,7,0,33,52,12,10,0,7,0,1,1,164,GA
visu.handball.moves.model.player.Ball,class,1,4859,1,2581,0,2278,1,1,2,0,0,0,1,1,0,1,0,1,0,26,GA
org.sourceforge.ifx.framework.complextype.PassbkRevRs_Type,class,1,12552,0.958333333333333,73860,0.041666666666667,-61308,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.sourceforge.ifx.framework.complextype.TerminalSPObjModRs_Type,class,1,8872,0.941666666666667,67448,0.058333333333333,-58576,10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
com.soops.CEN4010.JMCA.JMCAParser,class,0.909090909090909,71024,0.831168831168831,71539,0.077922077922078,-515,4,6,1,0,8,0,1,1,0,1,0,0,0,56,RANDOM
de.huxhorn.lilith.swing.filefilters.LilithFileFilter,class,0.90625,65976,0.892857142857143,68085,0.013392857142857,-2109,0,5,2,0,5,1,2,2,0,0,0,0,0,45,RANDOM
org.sourceforge.ifx.framework.element.ChkAcceptRevRq,class,1,3927,0.916666666666667,3027,0.083333333333333,900,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
net.virtualinfinity.atrobots.hardware.radio.Transceiver,class,0.858630952380952,66503,0.791666666666667,70235,0.066964285714285,-3732,5,11,1,0,5,20,7,7,0,3,0,0,0,44,RANDOM
org.sourceforge.ifx.framework.complextype.CreditInfo_Type,class,0.996794871794872,85086,0.957264957264957,94188,0.039529914529915,-9102,14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
org.sourceforge.ifx.framework.complextype.PmtAddRs_Type,class,1,20384,0.972222222222222,70663,0.027777777777778,-50279,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.sourceforge.ifx.framework.complextype.MsgRsHdr_Type,class,1,6562,0.979166666666667,7523,0.020833333333333,-961,4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
org.sourceforge.ifx.framework.element.ChkIssueSyncRq,class,1,3483,0.916666666666667,2201,0.083333333333333,1282,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.jcvi.jillion.internal.core.util.RunLength,class,0.973287671232877,69918,0.969471624266145,26352,0.003816046966732,43566,3,10,1,0,9,0,6,6,0,2,0,0,1,85,GA
