TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RAND,TIME_RAND,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC
ghm.follow.gui.Debug,class,1,22365,1,17678,0,1.26513180224007,3,2,3,0,3,1,2,2,0,2,1,1,1,40
org.sourceforge.ifx.framework.element.DebitAuthStatusModRs,class,1,3527,0.916666666666667,5276,0.083333333333333,0.668498862774829,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.jcvi.jillion.fasta.FastaUtil,class,0.93422619047619,67034,0.849851190476191,63910,0.084374999999999,1.04888123924269,0,7,1,0,5,1,3,2,2,3,3,3,1,66
org.jcvi.jillion.internal.fasta.aa.LargeAminoAcidSequenceFastaIterator,class,0.185770750988142,78530,0.121541501976285,86212,0.064229249011857,0.910894075070756,9,11,2,0,9,12,4,2,2,2,0,0,3,86
org.sourceforge.ifx.framework.element.ChkIssueAdviseRq,class,1,3527,0.916666666666667,2169,0.083333333333333,1.62609497464269,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.quickserver.net.qsadmin.gui.LoginDialog,class,0.171666666666667,81028,0,82180,0.171666666666667,0.985981990752008,0,16,6,0,21,0,4,3,0,20,0,0,5,256
de.paragon.explorer.model.ObjectModelBuilder,class,0.703499918273946,82495,0.662350849950964,93330,0.041149068322982,0.883906568091718,11,22,1,0,43,134,17,4,3,1,0,1,7,172
org.sourceforge.ifx.framework.complextype.DebitInqRq_Type,class,1,28900,0.944444444444444,82371,0.055555555555556,0.350851634677253,15,30,1,1,1,351,30,30,0,15,1,0,0,296
net.sourceforge.jiprof.instrument.clfilter.GenericClassLoaderFilter,class,0.953125,71306,0.946428571428571,6017,0.006696428571429,11.8507561907928,1,4,1,0,1,1,2,2,0,0,0,0,0,41
com.jchapman.jipsnapman.actions.StartSnapshotAction,class,0.483404247959043,82595,0.409604854810334,85822,0.073799393148709,0.962398918692177,13,23,3,0,43,6,5,2,0,2,0,0,2,212
visu.handball.moves.controller.JMenuHelper,class,0.928996019585907,86463,0.895043070002942,86556,0.033952949582965,0.998925551088313,0,15,1,0,16,36,9,7,9,0,0,0,8,117
oasis.names.tc.ciq.xsdschema.xal._2.Department,class,0.94758064516129,74908,0.91705069124424,69834,0.03052995391705,1.07265801758456,4,20,1,0,0,98,17,17,0,11,0,0,0,368
fr.unice.gfarce.interGraph.ChargeBaseAction,class,0.6875,71736,0.5,75369,0.1875,0.951797157982725,1,2,2,0,6,0,2,2,0,2,0,1,0,37
net.sourceforge.squirrel_sql.client.gui.session.ToolbarItem,class,1,10638,1,13945,0,0.762854069558982,0,4,1,0,0,2,4,4,0,2,0,0,0,60
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ColorPropertiesPanel,class,0.811883295160911,91454,0.767866623041042,88007,0.044016672119869,1.03916733896167,4,35,5,0,36,50,9,2,0,28,0,2,6,408
simulator.ontology.SavePersonalData,class,1,3773,1,1584,0,2.38194444444444,2,2,1,0,0,0,2,2,0,1,0,0,0,12
org.javathena.core.data.Friend,class,1,12376,1,5939,0,2.08385250042095,0,7,1,0,0,3,7,7,0,3,0,0,0,37
org.sourceforge.ifx.framework.complextype.BankAcctRec_Type,class,1,35842,0.955128205128205,81974,0.044871794871795,0.437236196842901,12,24,1,1,1,210,24,24,0,12,1,0,0,242
net.virtualinfinity.atrobots.gui.NewGameDialog,class,0.152044420498084,76397,0.243271072796935,71940,-0.091226652298851,1.06195440644982,7,27,7,0,47,91,12,9,1,11,0,0,4,148
macaw.io.ExportVariablesToMacawXML,class,0.521339918946302,79890,0.434143870314083,71204,0.087196048632219,1.12198752879052,9,25,1,0,65,0,14,2,0,5,0,0,1,251
org.sourceforge.ifx.framework.complextype.CompositeContactInfo_Type,class,1,11340,0.944444444444444,10284,0.055555555555556,1.10268378063011,3,6,1,2,1,3,6,6,0,3,1,0,0,80
org.jcvi.jillion.internal.trace.chromat.abi.tag.DefaultIntegerArrayTaggedDataRecord,class,0.932142857142857,70876,0.928571428571429,3907,0.003571428571428,18.1407729715895,6,5,2,0,6,6,4,3,0,0,0,0,2,55
de.outstare.fortbattleplayer.gui.statistics.CritTableModel,class,0.939814814814815,76873,0.868927368927369,86325,0.070887445887446,0.890506805676223,1,18,2,0,6,9,6,5,0,2,0,1,6,101
org.sourceforge.ifx.framework.complextype.BillRec_Type,class,1,19333,0.966666666666667,10457,0.033333333333333,1.84880940996462,5,10,1,1,1,21,10,10,0,5,1,0,0,116
org.quickserver.util.xmlreader.QSAdminPluginConfig,class,0.951388888888889,71265,0.936507936507936,10942,0.014880952380953,6.51297751782124,0,17,1,0,7,45,11,11,0,5,0,0,0,109
nu.staldal.lagoon.core.XMLStreamConsumer,class,0.292324561403509,70097,0.16374269005848,69139,0.128581871345029,1.01385614486759,3,8,2,2,7,8,5,1,0,1,0,0,0,95
org.dom4j.io.SAXContentHandler,class,0.782356879267412,147767,0.778172075915392,144233,0.00418480335202,1.02450202103541,26,119,2,1,64,1157,55,46,0,27,0,0,2,845
com.sap.netweaver.porta.core.mock.ServerMock,class,0.923076923076923,68918,0.912087912087912,4798,0.010989010989011,14.3639016256774,5,7,1,0,0,10,5,5,0,2,0,0,0,41
org.sourceforge.ifx.framework.complextype.PmtAuthMsgRqInfo_Type,class,1,7660,0.964285714285714,67712,0.035714285714286,0.11312618147448,7,14,1,1,1,55,14,14,0,7,1,0,0,152
org.sourceforge.ifx.framework.complextype.PmtInstruction_Type,class,1,17352,0.966666666666667,5299,0.033333333333333,3.27458010945461,6,12,1,1,1,36,12,12,0,6,1,0,0,134
com.browsersoft.openhre.hl7.impl.parser.HL7SAXEventGeneratorImpl,class,0.926310001912412,117267,0.815595716198126,115189,0.110714285714286,1.01803991700596,7,32,1,0,15,217,23,21,0,5,0,0,0,138
org.sourceforge.ifx.framework.complextype.PersonName_Type,class,1,43747,0.942028985507246,6934,0.057971014492754,6.30905682145947,8,16,1,1,1,78,16,16,0,8,1,0,0,170
org.sourceforge.ifx.framework.complextype.PmtAckAdviseRs_Type,class,1,17203,0.95,12987,0.05,1.32463232463232,9,18,1,1,1,105,18,18,0,9,1,0,0,188
net.sourceforge.squirrel_sql.client.gui.mainframe.SplitPnResizeHandler,class,0.631789044289044,76073,0.509052059052059,73147,0.122736985236985,1.04000164053208,3,15,1,0,15,13,5,1,0,5,0,2,7,124
net.sourceforge.schemaspy.model.Routine,class,0.992857142857143,76189,0.967857142857143,20766,0.025,3.66892998170086,2,16,1,0,7,58,13,13,0,10,0,0,2,148
net.virtualinfinity.atrobots.computer.AbstractCombiningInstruction,class,1,25117,0.857142857142857,15533,0.142857142857143,1.61700894868989,2,3,2,11,3,3,3,0,0,0,0,0,0,23
com.sap.netweaver.porta.core.nw7.ServerImpl,class,0.653517499570131,99762,0.653517499570131,85404,0,1.16811858929324,10,16,1,0,8,0,7,6,0,5,0,0,0,84
org.sourceforge.ifx.framework.complextype.ChkImg_Type,class,1,13886,0.983333333333333,11473,0.016666666666667,1.21031988146082,5,10,1,1,1,21,10,10,0,5,1,0,0,116
org.sourceforge.ifx.framework.complextype.CCAcctTrnInqRs_Type,class,1,31480,0.934108527131783,91235,0.065891472868217,0.345043020770538,18,36,1,1,1,528,36,36,0,18,1,0,0,350
org.sourceforge.ifx.framework.element.Count,class,0.9375,62386,0.916666666666667,1493,0.020833333333333,41.7856664434026,1,2,4,0,1,1,2,2,0,0,0,0,0,40
de.paragon.explorer.excp.NotACompositeFigureException,class,1,8738,1,5774,0,1.5133356425355,1,2,4,0,0,1,2,2,0,1,0,1,0,34
org.sourceforge.ifx.basetypes.IFXLong,class,0.95,71143,0.795833333333333,14135,0.154166666666667,5.03310930314821,3,5,1,2,3,4,4,4,0,1,0,0,0,56
osa.ora.server.beans.ClientSettingBean,class,0.965572033898305,92698,0.933537350910232,71008,0.032034682988073,1.30545853988283,1,45,1,0,22,563,38,38,0,20,0,1,1,335
com.sap.managementconsole.soap.axis.sapcontrol.SubProfileParameter,class,0.92984212957237,112645,0.886886345080789,83336,0.042955784491581,1.35169674570414,8,28,1,0,16,56,17,17,3,8,0,1,0,236
org.quickserver.net.server.impl.BasicClientHandler,class,0.520707555517635,209415,0.51351009895537,204708,0.007197456562265,1.02299372765109,21,209,1,2,157,4965,106,78,4,53,0,5,15,1287
net.sourceforge.schemaspy.ui.UiUtils,class,0.956349206349206,70562,0.91468253968254,79238,0.041666666666666,0.890507079936394,0,5,1,0,11,3,3,3,3,0,0,0,4,48
org.sourceforge.ifx.framework.complextype.BankSvcChkSumMsgRec_Type,class,1,29425,0.964285714285714,37303,0.035714285714286,0.78881055143018,7,14,1,1,1,55,14,14,0,7,1,0,0,152
com.tivo.jipviewer.JipViewer,class,0.498344678840043,101554,0.389330127739468,95749,0.109014551100575,1.06062726503671,15,52,7,0,77,168,20,9,2,11,0,0,12,371
org.sourceforge.ifx.framework.element.BillStatusModRq,class,1,6495,0.916666666666667,2055,0.083333333333333,3.16058394160584,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.CardPrefWithdrawal_Type,class,1,10486,0.976190476190476,25432,0.023809523809524,0.412315193457062,7,14,1,1,1,55,14,14,0,7,1,0,0,152
jaw.gui.templates.CriarTemplate,class,0.377551020408163,89063,0,73144,0.377551020408163,1.21763917751285,2,40,6,0,103,457,19,2,0,59,0,0,5,572
org.javathena.conf.FiltreSimple,class,0.975,68178,0.867857142857143,9354,0.107142857142857,7.28864656831302,2,32,7,0,116,150,16,10,0,65,0,1,16,674
com.browsersoft.openhre.hl7.impl.regular.NodeStack,class,1,3520,0.958333333333333,2715,0.041666666666667,1.29650092081031,1,4,1,0,4,0,3,3,0,1,0,0,0,41
org.sourceforge.ifx.framework.element.CreditStatusCode,class,1,3398,0.916666666666667,1599,0.083333333333333,2.12507817385866,1,2,5,0,1,1,2,2,0,0,0,0,0,40
macaw.presentationLayer.VariableLabelTable,class,0.775005056634304,96146,0.883468176914779,84994,-0.108463120280475,1.13120926183025,5,10,5,0,19,1,7,6,0,3,0,0,0,139
org.sourceforge.ifx.framework.complextype.DebitAuthAddRs_Type,class,1,26527,0.984848484848485,77974,0.015151515151515,0.340203144637956,11,22,1,1,1,171,22,22,0,11,1,0,0,224
org.sourceforge.ifx.framework.complextype.CustAuthRevRs_Type,class,1,32670,0.942307692307692,92557,0.057692307692308,0.352971682314682,13,26,1,1,1,253,26,26,0,13,1,0,0,260
org.sourceforge.ifx.framework.complextype.ChkAcceptAudRq_Type,class,1,16374,0.941666666666667,25275,0.058333333333333,0.647833827893175,9,18,1,1,1,105,18,18,0,9,1,0,0,188
nu.staldal.lagoon.core.EntryWithSource,class,0.661599575345857,82613,0.278861501159274,83788,0.382738074186583,0.985976512149711,14,41,1,2,29,37,9,9,0,6,0,1,10,283
net.virtualinfinity.atrobots.debugger.PrintStreamConsoleOutput,class,1,9973,1,5734,0,1.73927450296477,1,3,1,0,2,0,3,3,0,1,0,0,0,19
org.jcvi.jillion.assembly.tigr.tasm.TasmContigBuilder,class,0.341535123618483,114471,0.353535353535354,67727,-0.012000229916871,1.69018264503079,17,94,2,0,61,322,36,33,0,18,0,0,12,571
com.soops.CEN4010.JMCA.UILayoutDisplayAnalyzer,class,0.916666666666667,63163,0.904761904761905,2775,0.011904761904762,22.7614414414414,2,2,1,0,2,0,2,2,0,1,0,0,0,52
macaw.businessLayer.VariableSummary,class,0.97974537037037,73478,0.96494708994709,17381,0.01479828042328,4.22748978769921,2,16,1,0,7,41,15,15,0,5,0,0,1,151
net.sf.xbus.base.core.arithmetic.XIntSupport,class,0.913759689922481,178778,0.913759689922481,26775,0,6.67704948646125,0,3,1,0,0,0,1,1,1,0,0,0,0,30
org.jcvi.jillion.fasta.qual.QualityFastaFileDataStoreBuilder,class,0.76875,73384,0.738095238095238,66801,0.030654761904762,1.09854642894567,8,8,2,0,6,10,5,4,0,0,0,0,3,92
com.isnetworks.ssh.LocalFileBrowser,class,0.262820512820513,85531,0.275641025641026,85646,-0.012820512820513,0.998657263620017,6,37,2,0,31,46,12,12,0,1,0,0,3,176
net.sourceforge.ext4j.taglib.tag.repeater.FooterTemplateTag,class,0.781746031746032,72214,0.71031746031746,68551,0.071428571428572,1.0534346690785,5,4,2,0,3,0,1,1,0,1,0,1,0,31
org.sourceforge.ifx.framework.complextype.XferAdviseRs_Type,class,1,21601,0.958333333333333,68630,0.041666666666667,0.314745738015445,12,24,1,1,1,210,24,24,0,12,1,0,0,242
com.sap.engine.services.dc.wsgate.Stop,class,0.92408873525622,106204,0.805009787887798,96739,0.119078947368422,1.09784058135809,9,29,1,0,15,33,15,15,3,5,0,1,6,176
gui.ChatPanel,class,0.280570652173913,79380,0.061141304347826,67088,0.219429347826087,1.18322203672788,8,22,11,0,39,34,12,7,0,11,0,0,3,226
br.com.jnfe.base.TpSerie,enum,0.875875603864734,67783,0.749743357487923,68363,0.126132246376811,0.991515878472273,1,7,1,0,3,2,4,3,1,2,0,0,1,66
org.javathena.core.utiles.Version,class,1,8107,1,2911,0,2.78495362418413,0,0,1,0,0,0,0,0,0,11,11,11,0,43
org.sourceforge.ifx.framework.complextype.ChkAcceptAudRs_Type,class,1,36243,0.925925925925926,80870,0.074074074074074,0.448163719549895,12,24,1,1,1,210,24,24,0,12,1,0,0,242
org.dom4j.bean.BeanDocumentFactory,class,0.8625,85519,0.82987012987013,80375,0.03262987012987,1.064,9,11,2,0,8,21,7,4,1,1,0,1,1,116
org.sourceforge.ifx.framework.element.ChksumAddRq,class,1,3529,0.916666666666667,2196,0.083333333333333,1.60701275045537,1,2,2,0,1,1,2,2,0,0,0,0,0,40
com.browsersoft.aacs.LoginFilter,class,1,42761,0.952380952380952,13138,0.047619047619048,3.25475719287563,6,5,1,0,3,3,3,3,0,0,0,0,0,68
de.outstare.fortbattleplayer.gui.battlefield.Test,class,0.506740196078431,64630,0.293417366946779,69115,0.213322829131652,0.935108153078203,10,8,1,0,15,1,1,1,1,0,0,0,5,103
de.huxhorn.lilith.elementprocessors.LoggingEventThreadNameProcessor,class,0.987903225806452,75139,0.983870967741936,78052,0.004032258064516,0.962678727002511,6,19,1,0,8,0,5,4,0,1,0,0,0,110
mygrid.web._AvailableJobs,class,0.799985697940503,65808,0.762483654789147,65804,0.037502043151356,1.00006078657832,7,12,1,0,1,0,6,6,3,3,0,1,0,70
macaw.presentationLayer.LoginDialog,class,0.175696286472149,78641,0.281114058355438,75471,-0.105417771883289,1.04200288852672,7,13,1,0,38,5,10,5,0,12,1,1,7,219
org.sourceforge.ifx.framework.complextype.PartyAcctRel_Type,class,1,5186,0.916666666666667,3254,0.083333333333333,1.59373079287031,3,6,1,1,1,3,6,6,0,3,1,0,0,80
fr.unice.gfarce.interGraph.CreerUnEtudiantAction,class,0.394258545979778,72463,0.030813673567646,68775,0.363444872412132,1.05362413667757,4,19,2,0,16,0,2,2,0,3,0,1,1,101
com.sap.netweaver.porta.ide.eclipse.server.ui.editor.SapNWInstanceEditorSection,class,0,87170,0.222222222222222,87934,-0.222222222222222,0.991311665567357,11,5,2,0,21,1,3,3,0,1,0,0,2,76
net.sf.xisemele.exception.ParseXMLException,class,0.9375,68813,0.9,65815,0.0375,1.04555192585277,1,1,5,0,0,0,1,1,0,1,0,1,0,21
dsachat.gm.gui.InternalGmChatFrame,class,0.229896172642489,68671,0.152449260843367,74698,0.077446911799122,0.919315108838255,1,46,5,0,60,70,16,12,0,9,0,1,30,380
org.exolab.jms.net.invoke.LoggingCallback,class,0.958333333333333,67904,0.888888888888889,6156,0.069444444444444,11.0305393112411,1,2,1,1,1,0,2,2,0,1,0,0,0,78
org.sourceforge.ifx.framework.complextype.CustAuthModRq_Type,class,1,20740,0.96875,25216,0.03125,0.822493654822335,8,16,1,1,1,78,16,16,0,8,1,0,0,170
org.sourceforge.ifx.framework.element.CustAddRq,class,1,3893,0.916666666666667,5597,0.083333333333333,0.695551188136502,1,2,2,0,1,1,2,2,0,0,0,0,0,40
net.virtualinfinity.atrobots.robot.RobotScanResult,class,0.940625,82260,0.9125,56032,0.028125,1.46808966304969,4,11,1,0,8,13,10,9,0,6,0,0,0,55
com.allenstudio.ir.util.InspirentoUtilities,class,0.948911028730306,75490,0.938476433205349,16872,0.010434595524957,4.47427690848744,0,10,1,0,10,6,4,4,4,0,0,0,5,119
de.beiri22.filedp.FileDiffPatch,class,0.996394230769231,70335,0.755547866920047,70945,0.240846363849184,0.991401790119106,1,14,1,0,15,6,4,4,4,0,0,0,11,109
org.sourceforge.ifx.framework.element.DebitRec,class,1,3443,0.916666666666667,2209,0.083333333333333,1.55862381167949,1,2,2,0,1,1,2,2,0,0,0,0,0,40
net.sf.xbus.protocol.simple.SimpleTextMessage,class,1,23353,0.928571428571429,7834,0.071428571428571,2.98098034209854,4,10,2,0,2,21,10,10,0,2,0,0,0,94
org.sourceforge.ifx.framework.element.BankAcctStmtImgRevRs,class,1,4153,0.916666666666667,2271,0.083333333333333,1.82870981946279,1,2,2,0,1,1,2,2,0,0,0,0,0,40
macaw.system.MacawException,class,0.958333333333333,66657,0.952380952380952,3789,0.005952380952381,17.5922406967538,2,12,3,0,6,0,8,8,0,1,0,0,0,109
net.sf.xbus.bootstrap.ReceiverServiceBootstrap,class,0.583333333333333,64587,0.619047619047619,69480,-0.035714285714286,0.929576856649395,0,6,1,0,8,6,4,3,4,1,0,1,11,60
org.sourceforge.ifx.framework.element.CreditMediaItemId,class,0.9375,62410,0.916666666666667,1635,0.020833333333333,38.17125382263,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.PassbkItemDetail_Type,class,1,6803,0.955555555555556,5388,0.044444444444444,1.26262063845583,6,12,1,1,1,36,12,12,0,6,1,0,0,134
net.virtualinfinity.atrobots.computer.Computer,class,0.738401994569758,139565,0.750175699665831,143431,-0.011773705096073,0.973046273120873,20,90,1,0,57,2446,76,71,0,20,0,0,3,322
de.huxhorn.lilith.swing.table.AccessEventViewTable,class,0.158482142857143,74468,0,95684,0.158482142857143,0.778270139208227,22,8,6,0,13,15,7,3,0,9,9,9,0,163
net.sf.sugar.fspath.OperationNotPermittedException,class,1,10070,1,6373,0,1.58010356190177,0,3,3,0,0,3,3,3,0,0,0,0,0,51
org.exolab.jms.net.ExceptionServiceImpl__Proxy,class,0.971153846153846,81960,0.644688644688645,74949,0.326465201465201,1.09354360965457,4,36,2,0,3,37,11,11,0,10,0,10,0,137
net.virtualinfinity.atrobots.computer.DecrementInstruction,class,1,51598,0.714285714285714,16367,0.285714285714286,3.1525630842549,2,2,2,0,1,1,2,1,0,0,0,0,0,14
org.jcvi.jillion.assembly.clc.cas.DefaultCasColorSpaceAlignmentScore,class,0.991666666666667,80533,0.947619047619047,13499,0.04404761904762,5.96584932217201,2,11,1,0,8,0,11,11,0,2,0,0,0,75
Joshua.FoxHunt.Landmark,class,1,34656,0.920454545454546,21715,0.079545454545454,1.59594750172692,0,7,1,0,0,3,7,7,0,3,0,0,0,44
org.petsoar.actions.cart.ListCart,class,0.958333333333333,69623,0.952380952380952,8506,0.005952380952381,8.18516341406066,3,4,1,0,1,0,3,3,0,2,0,0,0,53
org.sourceforge.ifx.framework.complextype.CardPrefRevRs_Type,class,1,19753,0.951388888888889,85154,0.048611111111111,0.231967963924184,12,24,1,1,1,210,24,24,0,12,1,0,0,242
de.huxhorn.lilith.swing.taskmanager.TaskManagerInternalFrame,class,0.791666666666667,73756,0.833333333333333,107232,-0.041666666666666,0.687817069531483,2,1,5,0,4,0,1,1,0,0,0,0,0,33
org.sourceforge.ifx.framework.element.DepBkOrdRec,class,1,3316,0.916666666666667,2199,0.083333333333333,1.50795816280127,1,2,2,0,1,1,2,2,0,0,0,0,0,40
gui.StatsWindow,class,0.286931818181818,93857,0.323863636363636,70403,-0.036931818181818,1.33313921281764,5,13,6,0,21,11,6,4,0,4,0,0,1,97
net.sourceforge.schemaspy.model.RemoteTable,class,0.172916666666667,66406,0.345833333333333,67026,-0.172916666666666,0.990749858263957,3,11,2,1,20,1,3,3,0,3,0,2,2,92
org.sourceforge.ifx.framework.element.ChkAcceptCanRs,class,1,4233,0.916666666666667,2646,0.083333333333333,1.59977324263039,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.BankAcctStmtImgInqRq_Type,class,1,53379,0.972222222222222,91747,0.027777777777778,0.58180648958549,15,30,1,1,1,351,30,30,0,15,1,0,0,296
org.jcvi.jillion.assembly.consed.phd.DefaultPhd,class,0.838432909396819,148451,0.758125650685006,89392,0.080307258711813,1.66067433327367,6,26,1,0,23,0,13,13,0,7,0,0,5,152
com.browsersoft.openhre.hl7.impl.config.HL7DataTypeMapImpl,class,0.952917771883289,65802,0.913654951370469,6186,0.03926282051282,10.6372453928225,2,12,1,0,12,0,8,8,0,1,0,0,0,72
org.jcvi.jillion.internal.trace.chromat.abi.tag.rate.DefaultScanRateTaggedDataType,class,0.93452380952381,70366,0.772108843537415,21623,0.162414965986395,3.25422004347223,8,4,2,0,6,6,4,3,0,0,0,0,1,64
net.sourceforge.squirrel_sql.client.MultipleWindowsHandler,class,0.781746031746032,92105,0.650793650793651,96026,0.130952380952381,0.959167308853852,3,8,1,0,6,11,3,3,0,3,1,1,0,55
net.sf.sugar.fspath.xpath.RegexFunctionResolver,class,0.990384615384615,66299,0.989010989010989,9007,0.001373626373626,7.36083046519374,1,4,1,0,2,0,2,2,0,1,0,0,0,54
org.sourceforge.ifx.framework.complextype.PassbkInqRq_Type,class,1,18326,0.935897435897436,70100,0.064102564102564,0.261426533523538,15,30,1,1,1,351,30,30,0,15,1,0,0,296
net.sf.jniinchi.INCHI_KEY_STATUS,enum,0.939123376623376,68545,0.899814471243043,68678,0.039308905380333,0.998063426424765,1,8,1,0,0,1,3,2,1,1,0,0,0,68
org.sourceforge.ifx.framework.element.DevCimOperation,class,1,3289,0.916666666666667,1746,0.083333333333333,1.88373424971363,1,2,4,0,1,1,2,2,0,0,0,0,0,40
mindbright.ssh.SSHSCPGUIThread,class,0.374821643640946,168520,0.499374031539234,89433,-0.124552387898288,1.88431563293192,6,58,1,0,49,62,14,10,3,21,0,0,13,409
nu.staldal.lagoon.producer.XMLFormatter,class,0.398827539706323,74370,0.312945759664369,69873,0.085881780041954,1.06435962388906,4,24,4,0,8,1,3,3,0,1,0,0,1,174
macaw.util.DisplayableListPanel,class,0.693554089898744,73311,0.658072723439117,71822,0.035481366459627,1.02073180919495,13,55,1,0,40,51,23,17,0,24,0,0,15,468
org.sourceforge.ifx.framework.complextype.BaseEnvr_Type,class,1,21248,0.958333333333333,74180,0.041666666666667,0.28643839309787,10,20,1,1,1,136,20,20,0,10,1,0,0,206
org.sourceforge.ifx.framework.element.DevAlmType,class,0.9375,62412,0.916666666666667,1511,0.020833333333333,41.3050959629385,1,2,4,0,1,1,2,2,0,0,0,0,0,40
Newzgrabber.MessageDialog,class,0.421428571428571,82196,0,73273,0.421428571428571,1.12177746236677,1,7,6,0,12,3,6,5,0,4,0,0,0,59
net.sourceforge.squirrel_sql.client.gui.session.MainPanel,class,0.136201298701299,77244,0.363203463203463,82082,-0.227002164502164,0.941058941058941,10,43,5,0,65,0,17,9,0,10,0,3,7,343
Newzgrabber.SongInfo,class,0.885189393939394,83844,0.907662337662338,89535,-0.022472943722944,0.93643826436589,2,10,1,0,10,4,5,5,1,3,0,0,0,55
net.virtualinfinity.atrobots.atsetup.AtRobotMicrocodes,class,1,11964,1,3938,0,3.03809040121889,0,0,1,0,0,0,0,0,0,6,6,6,0,33
org.heal.servlet.userreview.ShowAllUserReviewAction,class,0.685290404040404,74134,0.28219696969697,71916,0.403093434343434,1.03084153734913,9,6,1,0,11,1,2,2,0,0,0,0,3,42
